Postcode,1 pallet,2 pallets,3 pallets,4 pallets,5 pallets,6 pallets,7 pallets,8 pallets,9 pallets,10 pallets,11 pallets,12 pallets,13 pallets,14 pallets,15 pallets,16 pallets,17 pallets,18 pallets,19 pallets,20 pallets,21 pallets,22 pallets,23 pallets,24 pallets,25 pallets,26 pallets
PE29,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE12,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE13,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE14,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE15,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE16,54.90,105.97,154.00,203.16,250.83,296.99,341.66,386.32,430.99,482.65,534.32,585.98,637.65,689.31,740.98,792.64,844.31,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE30,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE31,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE32,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE33,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE34,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE35,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE36,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE37,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
PE38,58.73,111.07,160.86,205.55,250.83,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA12,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA13,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA14,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA15,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA16,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA17,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA18,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
LA19,70.85,139.16,195.33,251.51,309.59,371.51,433.42,495.33,557.25,619.16,681.07,742.99,804.90,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY6,80.43,151.93,222.14,284.70,351.09,421.31,491.53,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY7,80.43,151.93,222.14,284.70,351.09,421.31,491.53,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY8,80.43,151.93,222.14,284.70,351.09,421.31,491.53,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY9,80.43,151.93,222.14,284.70,351.09,421.31,491.53,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY10,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
SY11,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00,850.00
HR,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
LU,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
AL,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
CB,58.73,111.07,162.73,214.80,265.38,314.45,362.03,409.60,457.18,511.75,566.33,620.90,675.48,730.05,784.63,839.20,893.78,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
HP,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE55,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE56,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE57,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE58,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE59,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE60,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE61,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE62,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
NE63,58.73,111.07,160.86,207.16,255.83,302.99,348.66,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX6,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX8,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX15,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX16,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX17,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX25,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX26,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX27,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX28,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX1,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX2,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX3,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX4,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX5,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX7,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX9,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX10,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX11,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX12,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX13,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX14,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX18,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX19,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX20,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX29,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX33,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX39,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX44,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
OX49,54.90,105.97,148.10,187.67,227.82,273.14,318.46,363.77,409.09,454.41,499.72,545.04,590.36,635.67,680.99,726.31,771.62,816.94,862.26,895.00,895.00,895.00,895.00,895.00,895.00,895.00
SG,61.28,116.18,168.52,215.76,261.72,314.07,366.41,418.76,471.10,523.44,575.79,628.13,680.48,732.82,785.17,837.51,889.86,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
SY12,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
SY15,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
SY16,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
SY17,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00,895.00
GL,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,896.24,946.03,950.00,950.00,950.00,950.00,950.00,950.00,950.00
SN,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,896.24,946.03,950.00,950.00,950.00,950.00,950.00,950.00,950.00
HG,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,896.24,946.03,950.00,950.00,950.00,950.00,950.00,950.00,950.00
BS,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,896.24,946.03,995.00,995.00,995.00,995.00,995.00,995.00,995.00
NP,58.73,111.07,160.86,205.55,248.96,298.75,348.54,398.33,448.12,497.91,547.70,597.49,647.28,697.08,746.87,796.66,846.45,896.24,946.03,995.00,995.00,995.00,995.00,995.00,995.00,995.00
SS,58.73,111.07,162.73,214.80,265.38,314.45,362.03,409.60,457.18,511.75,566.33,620.90,675.48,730.05,784.63,839.20,893.78,948.35,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LD,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL35,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL36,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL37,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL38,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL39,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL40,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL41,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL42,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL43,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL44,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL45,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL46,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL47,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL48,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL49,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL50,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL51,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL52,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL53,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL54,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL55,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL56,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL57,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL58,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL59,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL60,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL61,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL62,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL63,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL64,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL65,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL66,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL67,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL68,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL69,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL70,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL71,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL72,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL73,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL74,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL75,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL76,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL77,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
LL78,80.43,151.93,222.14,290.80,360.38,428.45,495.03,561.75,631.96,702.18,772.40,842.62,912.84,983.06,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00,995.00
